CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES
C11934,538.995587,1,0
C11935,92.816307,1,345.66
C11936,1247.423771,1,0
C11937,911.298036,1,954.15
C11938,98.427228,1,389.24
C11939,989.993863,0.909091,0
C11940,69.352136,1,636.15
C11941,12.029327,0.272727,581.21
C11942,1265.781431,1,1585.79
C11943,3682.768495,1,1194.15
C11944,210.993146,0.818182,90.51
C11945,3171.17541,1,109.16
C11946,311.121985,1,744.09
C11947,3310.573808,1,717.14
C11948,408.948673,0.272727,0
C11949,131.342635,0.636364,1160.65
C11950,365.005559,1,421.04
C11951,26.599993,0.545455,329.38
C11952,1117.461472,1,0
C11953,26.216029,0.545455,615.16
C11954,1106.697298,1,1260.13
C11955,2205.471982,1,3278.42
C11956,1722.910058,1,45.45
C11957,1672.969871,1,0
C11958,1333.896193,1,233.31
C11959,1329.826951,1,1304.96
C11960,117.063942,0.909091,1035.05
C11961,559.151424,1,94
C11962,10.160744,0.636364,82.04
C11963,5206.452425,1,0
C11964,2623.967336,1,3005.89
C11965,2297.324675,1,4474.43
C11966,7248.040967,1,0
C11967,1917.977989,1,0
C11968,206.376314,1,1886.21
C11969,5283.566994,1,202.31
C11970,102.055178,0.727273,999.19
C11971,3360.689054,1,794.1
C11972,1046.787477,1,517.08
C11973,869.091492,1,438.22
C11974,5292.905315,1,5539.68
C11975,1856.325339,0.818182,670.5
C11976,127.240494,1,760.36
C11977,2282.814895,1,1522.72
C11978,859.07875,1,0
C11979,5403.208353,1,1085.85
C11980,1941.539209,1,1366.74
C11981,5418.305735,1,0
C11982,11955.30817,1,0
C11983,1224.513636,1,529.34
C11984,817.793943,1,478.28
C11985,4382.112084,1,294.75
C11986,9264.786223,1,0
C11987,6512.478876,1,98
C11988,31.941802,1,417.96
C11989,30.863497,0.818182,143.36
C11990,1469.720674,1,0
C11991,332.888212,1,419.56
C11992,2421.943818,1,612
C11993,2200.566765,1,296.4
C11994,1719.310566,1,0
C11995,2247.126627,0.5,0
C11996,1663.967468,1,0
C11997,1402.776239,1,0
C11998,9459.138771,1,878.11
C11999,4626.278301,1,0
C12000,113.703142,0.363636,0
C12001,168.539199,1,176.73
C12002,662.022698,0.875,280
C12004,1302.78269,1,45.65
C12005,517.118528,0.5,280.24
C12006,5598.864288,1,7194.53
C12007,6537.800686,1,1885.94
C12008,1308.302091,1,918.67
C12009,1009.062757,1,702.4
C12010,8.286935,0.727273,125
C12011,151.006318,1,1455.97
C12012,2062.665478,1,518.17
C12013,3666.676179,1,0
C12014,1764.908055,0.727273,0
C12015,2919.796228,1,217.9
C12016,1925.094714,1,5189.51
C12017,5291.221238,1,2090.47
C12018,107.13002,1,15.4
C12019,124.285688,1,662.4
C12020,6727.539699,1,711.72
C12021,3007.470055,1,102.48
C12022,5715.854635,1,2173.99
C12023,274.038592,1,286.19
C12024,3476.603507,1,9683.28
C12025,1075.825135,1,32
C12026,760.925748,1,360
C12027,51.427334,1,486.01
C12028,1093.946163,1,0
C12029,1630.620638,1,0
C12030,78.090426,1,243.48
C12031,3196.409012,1,2083.25
C12032,447.648987,0.363636,17.8
C12033,34.356451,0.545455,266.25
C12034,1497.145968,0.875,0
C12035,2156.616367,1,1695
C12036,2023.72438,1,1103.86
C12037,1454.551875,0.545455,0
C12038,107.801738,1,922.64
C12039,4333.59727,1,333.08
C12040,49.869884,1,363.52
C12041,0.001289,0.181818,96.12
C12042,360.774263,1,2437.8
C12043,2675.418129,1,55
C12044,2004.298844,1,1500
C12045,216.685655,0.545455,921.18
C12046,7119.163663,1,1370.21
C12047,2720.458647,1,0
C12048,113.122729,1,987.23
C12049,610.678403,0.909091,3724.25
C12050,2097.470969,1,0
C12051,8435.192572,1,0
C12052,1046.273731,1,420.89
C12053,1590.712709,1,674.57
C12054,1513.075264,1,15704.04
C12055,1683.116573,1,98
C12056,2097.603234,1,963.21
C12057,1060.422892,0.818182,161.5
C12058,3.03124,0.272727,37.65
C12059,163.950974,0.777778,1014.21
C12060,2926.920514,1,1823.5
C12061,1502.44469,1,0
C12062,74.825456,1,293.5
C12063,398.341908,0.272727,0
C12064,9355.739389,1,0
C12065,1644.496393,1,0
C12066,8084.624525,1,0
C12067,1418.215497,1,1003.95
C12068,828.596569,1,1115
C12069,4232.350593,1,32.35
C12070,1184.588701,1,704.4
C12071,3168.902659,0.857143,0
C12072,497.726827,1,1234.5
C12073,868.734126,1,463.01
C12074,996.619846,0.727273,581.8
C12075,498.761608,1,1159.15
C12076,2551.023341,1,485.6
C12077,1899.219514,1,0
C12078,5919.198579,1,9321.13
C12079,1780.299975,1,1907.96
C12080,133.926073,0.272727,246.75
C12081,2567.090886,1,1875.54
C12082,2522.043371,1,0
C12083,7333.442833,1,320.8
C12084,763.992973,1,245
C12085,1193.434312,1,689.4
C12086,1204.102388,1,1658.81
C12087,595.655746,1,6562.24
C12088,3006.594256,1,9362.96
C12089,3.307286,0.181818,60
C12090,53.697916,1,114.49
C12091,2583.717108,1,1497.02
C12092,311.341555,0.909091,3721.39
C12093,556.43723,0.636364,403.3
C12094,876.577775,1,1029.94
C12095,1666.224023,1,720.48
C12096,101.176482,1,807.66
C12097,5408.754166,1,1207.24
C12098,1050.085007,1,0
C12099,3811.587156,1,0
C12100,1672.813954,1,299.83
C12101,7105.801894,1,0
C12102,2316.11093,0.625,86.1
C12103,2377.742667,1,2527.04
C12104,1178.90161,1,150
C12105,1007.362008,1,469.92
C12107,1035.853615,1,69
C12108,1709.693956,1,2
C12109,2744.473705,1,529
C12110,4784.708882,1,5848.99
C12111,193.207812,1,1937.7
C12112,4612.935167,0.9,158.2
C12113,1294.25883,1,0
C12114,3462.47534,0.909091,0
C12115,7842.784061,1,5930.99
C12116,8.258214,0.545455,92.46
C12117,3474.972612,1,324.18
C12118,2928.480007,1,5747.76
C12119,3433.295973,1,4342.07
C12120,913.520763,0.363636,0
C12121,1262.645703,1,329.9
C12122,4196.43487,1,90.01
C12124,1051.484848,1,3805.44
C12125,44.525353,0.142857,554.16
C12127,137.775633,1,0
C12128,2550.025268,0.857143,0
C12129,2828.765822,1,19.98
C12130,1452.469721,1,205.89
C12131,2796.379188,1,44.7
C12132,1414.878106,1,98.08
C12133,137.636267,1,1567.25
C12134,482.799015,0.818182,4240.41
C12135,291.510745,1,698.91
C12136,4955.580535,1,0
C12137,876.366489,1,4537.12
C12138,3250.621234,1,247.31
C12139,8.048086,0.272727,55.5
C12140,788.9737,1,4574.79
C12141,1364.528932,0.818182,0.01
C12142,25.35204,1,355.16
C12143,2986.422406,1,5132.08
C12144,1389.583627,1,712.87
C12145,8636.950854,1,972.09
C12146,7698.663007,1,673.15
C12147,1998.339616,1,2238
C12148,2048.573881,1,3111.44
C12149,463.512203,1,0
C12150,1109.911791,1,3150
C12151,1073.42481,1,57
C12152,3386.490883,1,560.98
C12153,1681.16287,0.454545,1138.85
C12154,10599.4423,1,4029.24
C12155,840.50105,1,0
C12156,7506.908599,1,465.36
C12157,231.983056,0.571429,0
C12158,4811.886042,1,4911.41
C12159,981.098292,1,180
C12160,120.220573,1,1348.08
C12161,2598.580674,1,4767.11
C12162,164.377503,0.9,0
C12163,634.521032,0.666667,0
C12164,1134.648238,1,143.12
C12165,26.325409,0.636364,266.71
C12166,1756.078137,1,0
C12167,3214.530319,1,0
C12168,41.936627,0.545455,717.92
C12169,1346.309166,1,652.13
C12170,329.388289,1,72.84
C12171,2537.892884,1,0
C12172,3287.231954,1,0
C12173,84.067421,1,852.26
C12174,1721.232782,1,0
C12175,231.995439,1,2310.21
C12176,430.282584,1,888.85
C12177,1956.295501,1,0
C12178,916.200655,1,1827.62
C12179,699.586726,1,796.11
C12180,4478.312669,1,2461.9
C12181,740.826233,1,2055.13
C12182,120.984184,1,1122.17
C12183,1477.102808,1,0
C12184,1301.800738,1,0
C12185,1222.164025,1,0
C12186,4059.059276,1,0
C12187,1189.665497,0.909091,0
C12188,1220.359151,1,568.3
C12189,1167.863521,1,94.7
C12190,2508.405988,1,875.05
C12191,208.362536,1,2252.77
C12192,33.528505,0.818182,477.5
C12194,478.834962,1,1060.99
C12195,132.730466,0.909091,739.98
C12196,312.636004,1,3866.29
C12197,2235.729892,1,83
C12198,7021.942957,1,0
C12199,309.150506,1,3157.86
C12200,273.247883,1,60
C12201,31.296491,1,84
C12202,374.552852,1,279
C12203,146.756706,1,1664.95
C12204,422.723099,0.727273,344.86
C12205,1571.382204,1,1849.26
C12206,2696.774474,1,0
C12207,3932.482783,1,1674.11
C12208,349.086448,0.818182,2569.94
C12209,12.281874,0.1,153.11
C12210,6460.838794,1,6814.47
C12211,139.449391,0.727273,843.03
C12212,1777.440238,1,78.47
C12213,805.520824,1,4019.28
C12214,713.959917,1,542.96
C12215,1784.421367,0.818182,0
C12216,1441.679257,1,0
C12217,226.03038,1,435.08
C12218,13.036611,0.818182,197
C12219,4223.867789,1,2514.74
C12220,5067.576984,1,714.68
C12221,62.788771,1,802.1
C12222,3188.47034,1,0
C12223,2737.420448,1,0
C12224,1502.926021,1,2635.9
C12225,951.061932,1,1699.87
C12226,10905.05381,1,431.93
C12227,68.20838,0.272727,780
C12228,1297.153644,1,839.14
C12229,121.024256,1,1850.23
C12230,1003.704494,0.818182,50
C12231,1094.300448,1,1967.86
C12232,1467.162166,1,1313.26
C12233,1649.276603,1,0
C12234,2660.420641,1,0
C12235,44.204396,0.636364,504
C12236,379.767959,1,493.5
C12237,7.066111,0.181818,133.16
C12238,1051.215365,0.909091,0
C12239,447.941813,1,1907.2
C12240,1089.528456,1,0
C12241,1432.326731,0.625,0
C12242,97.000375,1,552.09
C12243,5.016768,0.909091,284.13
C12244,238.962984,1,2402.64
C12246,0,0,174.12
C12247,4550.397004,1,548
C12248,2005.414367,1,0
C12249,2494.774127,1,250
C12250,4623.886448,1,883.94
C12251,1945.906455,1,1650.52
C12252,2598.802288,1,0
C12253,3086.75297,1,1015.91
C12254,46.461265,0.545455,237.99
C12255,390.55064,1,1261.99
C12256,250.060059,1,2405.97
C12257,5570.18253,1,0
C12258,2113.287399,1,0
C12260,1205.191816,1,0
C12261,2586.357487,1,0
C12262,1543.194492,1,160
C12263,3677.471434,1,1
C12264,203.024867,0.818182,542.94
C12265,5926.837633,0.818182,0
C12266,1479.020821,1,958.73
C12267,532.805392,1,59.4
C12268,36.023577,0.181818,273.8
C12269,3084.618021,1,0
C12270,52.575297,0.727273,282.62
C12271,1166.500558,1,73.8
C12272,1781.739723,1,2289.92
C12273,2882.954391,1,3591.81
C12274,4068.162699,1,3387.47
C12275,5432.113514,1,793.1
C12276,24.463674,0.818182,254.37
C12277,202.996947,1,2338.83
C12278,28.924276,1,324.6
C12279,7764.210895,1,90
C12280,1219.914858,1,0
C12281,9226.107838,1,2217.94
C12282,689.697644,1,22.68
C12283,4158.137668,1,8.4
C12284,5995.793488,1,0
C12285,131.260514,0.5,1109.91
C12286,288.978275,0.909091,2555.91
C12287,331.686553,1,2289.42
C12288,1504.334228,0.909091,565
C12289,1928.971964,1,2061.55
C12291,391.385478,1,0
C12292,684.658511,1,184.68
C12293,5.120644,0.2,55.55
C12294,1685.020731,1,0
C12295,313.87913,1,2746.84
C12296,619.974954,1,1219.39
C12297,1380.728565,1,0
C12298,40.343354,0.5,318.79
C12299,147.838347,1,0
C12300,69.141919,1,872.94
C12301,0.672519,0.090909,388.54
C12302,4677.021295,1,1798.66
C12303,33.31938,0.818182,279.56
C12304,1748.310383,1,0
C12305,931.674532,1,2417.91
C12306,1475.871356,1,826.77
C12307,992.424289,1,0
C12308,105.642966,0.818182,916.46
C12309,1156.813935,1,251.38
C12310,3797.995726,1,0
C12311,107.452196,1,1196.35
C12312,4181.216991,1,1443.33
C12313,162.94835,0.545455,400
C12314,2382.328208,1,899.58
C12315,55.707056,1,1224.99
C12316,902.491328,1,0
C12317,1599.306976,1,112.57
C12318,970.322769,1,0
C12319,5815.890916,1,1245.33
C12320,1738.377115,1,140.2
C12321,21.311946,0.727273,3618.19
C12322,462.916347,1,270.97
C12323,1281.276331,1,792.14
C12324,632.807858,1,453.91
C12325,2463.60548,1,654
C12326,1236.635476,1,540
C12327,1563.48528,1,1910.13
C12329,6877.284986,1,687.97
C12330,598.423093,1,5835.57
C12331,955.415962,1,1060
C12332,847.191896,1,11507.4
C12333,44.174721,1,290
C12334,7820.331303,1,80
C12335,937.276757,1,45.65
C12336,776.255666,1,6842.23
C12337,815.832195,0.5,211.22
C12338,4939.64603,1,470.54
C12339,1053.59473,1,1450
C12340,1877.424948,1,170.07
C12341,8.928211,0.727273,105.78
C12342,2139.919711,1,330.89
C12343,137.909416,1,897.42
C12344,1301.549278,1,0
C12345,287.140554,0.636364,316.78
C12346,26.621291,0.363636,426.83
C12347,6887.915143,1,4340.42
C12348,740.382347,1,1672.35
C12349,2719.526277,1,448.07
C12350,9.75539,0.909091,219.37
C12351,1689.319684,1,724.83
C12352,62.053779,0.636364,29.6
C12353,1417.474456,1,144.49
C12354,1613.321542,1,252
C12355,392.194003,1,788.14
C12356,936.041324,1,1141.24
C12357,527.761784,1,2702.57
C12358,1283.402142,1,1286.34
C12359,5355.922523,1,2469.28
C12360,15.236618,0.272727,161.5
C12361,153.003135,1,96.2
C12362,248.200613,1,2329.12
C12363,1466.91925,1,0
C12364,1777.056105,1,1083.12
C12365,475.171266,0.727273,1155.4
C12366,1117.683394,0.909091,45.65
C12367,6891.424677,1,4399.07
C12368,14.68344,0.363636,67.44
C12369,1475.973063,1,181.63
C12370,986.583117,0.727273,0
C12371,955.41412,1,0
C12372,447.808002,1,1593.29
C12373,3304.423662,1,0
C12374,1135.629139,1,398.64
C12375,933.150722,0.727273,0
C12376,1055.369866,0.545455,0
C12377,5897.491823,1,0
C12378,0,0,176.03
C12381,21.377711,0.636364,312.1
C12382,4920.036231,1,1562.43
C12383,4071.792166,1,1721.66
C12384,1138.534442,1,8665.38
C12385,1158.67621,0.909091,1036.68
C12386,2093.844656,1,0
C12387,299.464702,1,1439.49
C12388,21.928045,0.909091,190.45
C12389,657.223335,0.857143,1151.91
C12390,74.34204,1,724.52
C12391,2664.700424,1,715.51
C12392,900.482738,1,0
C12393,1146.202492,1,0
C12394,9.72453,0.272727,158.34
C12395,3037.608728,1,173.48
C12396,25.184241,0.181818,0
C12397,1100.941072,1,117.32
C12398,64.078171,0.909091,1049
C12399,1.059425,0.363636,23.91
C12400,1095.041551,1,1132.36
C12401,234.700486,1,82
C12402,7156.345546,1,0
C12403,1435.703308,1,664.61
C12404,325.024091,1,2251.62
C12405,4395.237251,1,2514.3
C12406,25.379719,0.571429,179
C12407,400.69973,1,3108.01
C12408,3044.269636,1,93.31
C12409,435.905875,0.454545,2877.09
C12410,5257.807308,1,2331.68
C12411,3860.238072,1,11.41
C12412,1514.750841,1,3873.5
C12413,6509.334652,1,538.51
C12414,3338.863375,1,775
C12415,3281.958491,1,398.08
C12416,5932.367808,1,0
C12417,994.367302,0.857143,0
C12418,5925.120611,1,1763.89
C12419,162.54754,0.909091,405.61
C12420,1070.486185,1,818.64
C12421,4059.211725,1,0
C12422,8356.277203,1,983.24
C12423,929.115076,1,611.71
C12424,2159.370933,1,627.23
C12425,4523.499003,1,0
C12426,753.703481,1,0
C12427,3778.609797,1,878.29
C12428,947.457151,1,1787.83
C12429,606.323282,1,299.9
C12430,73.379518,1,875.38
C12431,516.49276,1,380
C12432,906.107168,1,2354.06
C12433,2220.063789,1,2530.12
C12434,15532.33972,1,1168.75
C12435,205.123752,1,2066.08
C12436,788.257316,1,9113.78
C12437,1073.370435,0.818182,824.77
C12438,1381.753281,1,0
C12439,405.162601,0.545455,0
C12440,372.924756,0.909091,462.7
C12441,55.681483,1,462.99
C12442,2092.855291,1,1624.05
C12443,556.912886,1,0
C12444,6.121105,0.571429,233.9
C12445,19.112841,1,504.2
C12446,7803.470739,1,7184.73
C12447,5274.508501,1,324.96
C12448,1887.061349,1,0
C12449,152.227891,1,946
C12450,1193.351573,0.875,0
C12451,2544.036536,1,0
C12452,63.064197,1,1176.93
C12453,3.29042,0.181818,225.6
C12454,182.959331,1,847.88
C12455,5082.971064,1,1893.89
C12456,2817.403474,1,1878.54
C12457,320.35306,1,2542.61
C12458,2801.239086,0.909091,0
C12459,126.289657,0.909091,366.68
C12460,7985.621826,1,123.24
C12461,1084.131331,1,803.22
C12462,5520.201751,1,0
C12463,109.594389,1,177
C12464,2416.771489,1,4201.13
C12465,5701.848812,1,1126.68
C12466,2866.054641,1,0
C12467,1352.301367,1,263.04
C12468,495.069704,1,2610.3
C12469,1299.93337,1,0
C12470,3020.900667,1,0
C12471,608.752081,1,5446.88
C12472,4587.892398,1,140.6
C12473,4005.344926,1,9134.26
C12474,534.75165,0.545455,3044.6
C12475,34.387537,1,153.18
C12476,11964.83264,1,1175.35
C12477,1553.505165,1,522
C12478,10.106017,0.727273,1160.66
C12479,397.003171,1,3042.08
C12480,611.561026,1,765
C12481,4840.545574,1,1595.93
C12482,0,0,313.89
C12483,1176.992085,1,890
C12484,47.107274,0.818182,2226.06
C12485,289.529643,0.272727,110
C12486,2689.040221,1,0
C12487,14.871714,0.545455,62.7
C12488,35.360897,1,587.34
C12489,1902.665938,1,4666.51
C12490,17.026818,1,453.24
C12491,229.540732,1,694.91
C12492,186.706199,1,868
C12493,1264.152747,1,2358.28
C12494,160.15008,1,1639.97
C12495,12856.15251,1,775.42
C12497,3034.686119,1,0
C12498,2537.257188,1,0
C12499,2376.483239,1,858.5
C12500,3625.207579,1,0
C12501,3904.008546,1,600
C12502,59.263479,0.181818,300.68
C12503,1114.56327,0.727273,0
C12504,1128.717636,1,55.69
C12505,451.905949,1,4468.71
C12506,6074.986862,1,1000
C12507,3490.186741,1,816
C12508,1368.99507,1,521.31
C12509,60.52124,0.8,469
C12510,1961.322415,1,476.16
C12511,4153.477506,1,561.25
C12512,22.523964,0.428571,346.3
C12513,7593.590618,1,0
C12514,46.054436,1,812.97
C12515,8771.507851,1,1082.98
C12516,3008.66367,1,1137.62
C12517,215.213174,1,2326.52
C12518,96.155647,1,1070.73
C12519,1101.656754,1,1398.21
C12520,4779.786334,1,1470.24
C12521,765.880394,0.909091,0
C12522,4705.294706,1,0
C12523,2008.461205,1,0
C12524,2856.16815,1,29.5
C12525,198.12512,1,0
C12526,27.851354,0.636364,262.71
C12527,1487.657507,1,4115.98
C12528,10915.55075,1,0
C12529,107.944741,0.875,118.16
C12530,117.777688,0.727273,853.3
C12531,862.481024,1,2267.38
C12532,7.153512,0.3,104.95
C12533,48.242289,0.727273,470.69
C12534,490.368785,1,932.03
C12535,1848.248809,1,307.12
C12536,1417.979193,1,0
C12537,510.504804,0.727273,57
C12538,339.294514,1,2601.6
C12539,5151.912071,1,0
C12540,1203.464556,1,440
C12541,6437.92423,1,716.76
C12542,407.177714,0.909091,4236.36
C12543,3929.705042,1,935.71
C12544,6909.058266,1,473.51
C12545,1054.905969,1,885.44
C12546,3664.282588,1,493.34
C12547,6443.077147,0.909091,2155.13
C12548,4570.04875,1,888.98
C12549,3573.583803,0.888889,2513.46
C12550,96.699394,0.545455,1475.23
C12551,4968.771623,1,3441.3
C12552,1031.936983,0.727273,2308
C12553,3.847042,0.5,182.08
C12554,166.258538,0.909091,1377.31
C12555,1589.449271,1,255.75
C12556,2305.313527,1,255.7
C12557,818.310935,0.545455,1071.8
C12558,102.751154,1,1063.69
C12559,11416.64736,1,1347.7
C12560,2008.004976,1,75.5
C12561,5880.218671,0.666667,0
C12562,5354.109275,1,0
C12563,3207.605367,0.909091,0
C12564,4319.531807,1,0
C12565,1343.165153,1,291.62
C12566,705.645246,1,1325.21
C12567,112.01046,1,229
C12568,1978.041097,1,0
C12569,468.769607,1,585.68
C12570,15.531077,0.090909,0
C12571,1003.058842,1,1627
C12572,220.938626,1,2310.61
C12573,5236.290986,1,1780.79
C12574,505.333425,0.909091,5176.62
C12575,17.896575,0.909091,265.97
C12576,5550.171932,1,1026.26
C12577,236.507753,1,2692.65
C12578,1132.282217,1,0
C12579,247.857188,0.454545,0
C12580,3312.222433,1,3729.7
C12581,1373.252757,1,0
C12582,71.542751,1,561.38
C12583,0,0,609
C12584,147.418569,0.181818,1074
C12585,774.645244,1,190.54
C12586,727.467671,1,420.88
C12587,1115.208504,1,30
C12588,366.441008,0.636364,0
C12589,3891.346976,1,3629.8
C12590,7442.599092,1,1080
C12591,752.485849,0.727273,0
C12592,537.491488,1,1672.99
C12593,1890.946618,1,0
C12594,11.269672,0.636364,248.31
C12595,50.006512,0.454545,701.25
C12596,5115.712849,1,4378.8
C12597,984.724235,1,10243.48
C12598,952.379745,1,481.75
C12599,160.681189,0.909091,993.5
C12600,3461.183622,1,200
C12601,232.638142,1,3161.02
C12602,126.134681,1,1197.12
C12603,1958.649839,0.857143,1759.46
C12604,24.099873,1,294
C12605,4424.767314,0.833333,0
C12606,2297.708974,1,0
C12607,1667.269812,1,86.69
C12608,74.254958,1,952.16
C12609,9.526312,0.545455,92.02
C12610,95.853493,0.545455,796.9
C12611,772.206384,1,1319.19
C12612,533.163378,0.909091,0
C12613,66.65712,1,585.87
C12614,918.401897,0.454545,0
C12615,1630.676858,1,0
C12616,2384.257016,1,0
C12617,25.706551,0.909091,133.86
C12618,956.303408,0.857143,1451.5
C12619,40.627614,1,528.08
C12620,5010.879703,1,0
C12621,1822.259235,1,0
C12622,4936.913341,1,407.81
C12623,93.964086,1,815.34
C12624,512.946312,1,4391.87
C12625,680.889818,1,2445.24
C12626,2177.338711,1,0
C12627,1055.833418,1,351.54
C12628,153.949311,0.363636,0
C12629,5906.184924,1,141.8
C12630,1061.394006,1,0
C12631,8.187263,0.111111,0
C12632,126.018616,1,1218.24
C12633,462.598215,1,1319.26
C12634,195.575108,1,2984.34
C12635,4759.70237,1,614.01
C12636,1581.742203,1,0
C12637,1026.201421,1,0
C12638,1585.806548,1,0
C12639,645.181409,0.636364,0
C12640,237.861439,1,569.02
C12641,297.004363,1,2729
C12642,2895.765754,0.909091,2753.35
C12643,14.58126,0.272727,87.3
C12644,310.795046,0.909091,0
C12645,3470.333673,1,1184.98
C12646,989.022229,1,0
C12647,2048.834742,1,3342.9
C12648,3037.476732,0.727273,1225.79
C12650,1072.257388,1,0
C12651,5097.916969,1,139.67
C12652,975.820862,1,66.72
C12653,5827.830678,1,577.98
C12654,7543.580736,1,0
C12655,87.802127,0.818182,803.95
C12656,3268.304631,1,340.57
C12657,45.295495,1,451.01
C12658,234.183227,1,617.3
C12659,36.868847,1,360
C12660,334.1265,0.818182,0
C12661,193.12654,1,1955.98
C12663,443.202789,1,350.31
C12664,23.39023,0.636364,291.7
C12665,1872.934017,1,382.5
C12666,2490.787594,1,176.65
C12667,3212.093869,1,2203.68
C12668,339.406259,1,14.28
C12669,11077.99148,1,3419.92
C12670,899.195559,0.909091,921.94
C12671,1154.410108,0.909091,0
C12672,846.223191,0.545455,437.6
C12673,597.44365,1,0
C12674,4413.803457,1,0
C12675,3586.05105,1,141
C12676,1965.755378,1,889.66
C12677,19.897641,0.727273,375.23
C12678,2740.10065,1,169.19
C12679,393.700868,1,0
C12680,459.134859,1,223.34
C12681,4805.164203,1,0
C12682,6668.982024,1,0
C12683,1238.049848,1,45.65
C12684,7801.511533,1,231.4
C12685,1114.506863,1,602.07
C12686,1212.426549,1,265.22
C12687,210.870503,1,664.05
C12688,6493.033342,1,447.5
C12689,3106.036183,1,2128.56
C12690,909.560162,1,912.1
C12691,3633.533005,1,383.2
C12692,86.650277,0.727273,910.51
C12693,86.547135,0.818182,789.45
C12694,144.513072,0.727273,758.5
C12695,1182.324933,1,0
C12696,32.821775,1,644.99
C12697,1.365808,0.142857,60
C12698,119.604008,1,1068.28
C12699,134.238558,1,420
C12700,128.48978,1,462.86
C12701,749.168331,0.777778,164.9
C12702,1544.585361,1,0
C12703,172.131105,1,1666.95
C12704,266.475852,0.272727,0
C12705,549.915249,1,1556.66
C12706,0,0,1090.69
C12707,8559.236795,1,170
C12708,6810.401782,1,635.76
C12709,2917.656276,1,141.81
C12710,542.807485,1,220.62
C12712,2362.643772,1,2826.99
C12713,4164.796859,1,784.63
C12714,1304.460033,1,0
C12715,1601.692049,1,61.46
C12716,4556.537803,0.909091,1450
C12717,751.398349,1,1977.5
C12718,1510.111755,1,1895.25
C12719,3490.855736,1,1039.48
C12720,6384.360491,1,1856.84
C12721,1327.653853,1,20.9
C12722,9226.646604,1,671.31
C12723,3441.516174,1,358.68
C12724,1117.34082,1,474.96
C12725,1828.62196,1,0
C12726,3011.469977,1,582.28
C12727,99.680638,0.818182,0
C12728,1517.559661,1,0
C12729,101.025128,0.454545,0
C12730,12.737355,0.909091,152.73
C12731,1135.816377,1,520.24
C12732,24.1725,0.727273,270
C12733,763.696095,1,1229.42
C12734,8073.909084,1,0
C12735,745.157677,1,485.17
C12736,32.915398,0.727273,192.99
C12737,8198.627284,1,0
C12738,623.955961,0.818182,0
C12739,2123.483416,1,2453.18
C12740,939.348677,1,50
C12741,1372.486104,1,3005.25
C12742,123.05867,1,151.92
C12743,72.794263,1,227.64
C12744,2376.965338,1,0
C12745,57.257195,0.818182,472.5
C12746,7499.658084,1,160
C12747,1564.3964,0.727273,1330
C12748,4644.779013,1,4820.68
C12749,7418.314012,1,901.62
C12750,6001.428376,1,0
C12751,1127.139413,1,185
C12752,41.217844,0.363636,221.48
C12753,1565.577135,1,0
C12754,5459.785308,1,262
C12755,166.295463,0.909091,449.26
C12756,19.294559,1,283.8
C12757,2478.086158,0.727273,531.48
C12758,5425.936219,1,209.9
C12759,5239.381493,0.625,0
C12760,142.278809,0.909091,164.68
C12761,4192.143919,1,450
C12762,2711.995096,1,600
C12763,432.793131,1,540.13
C12764,127.808682,1,2802.08
C12765,374.276019,1,3589.05
C12766,20.758677,0.818182,548.01
C12767,2061.835735,1,0
C12768,1744.956833,1,0
C12769,2241.092286,0.909091,1260
C12770,2857.598022,0.636364,0
C12771,1530.725391,1,0
C12772,337.478135,1,0
C12773,5145.092629,1,1975.72
C12774,4659.388091,1,1754.19
C12775,2416.555714,1,2266.01
C12776,1467.212481,0.636364,107
C12777,1555.053764,1,168
C12778,127.062095,0.818182,453.3
C12779,259.623619,1,377.79
C12780,28.445432,0.545455,166.2
C12781,0.01968,0.090909,188.02
C12782,1258.769693,1,142
C12783,2865.386926,1,0
C12784,276.446975,1,1429.39
C12786,2878.528369,1,0
C12787,499.409588,1,6636.91
C12788,2489.057383,1,0
C12789,44.463463,0.545455,154.86
C12790,201.463946,1,2364.85
C12791,2508.850418,1,0
C12792,35.942931,0.818182,425.67
C12793,440.186713,1,985.2
C12794,783.550476,0.777778,175.8
C12795,511.569448,0.727273,2938.32
C12796,5901.592192,1,1704.95
C12797,210.618047,1,290
C12798,168.473316,0.454545,0
C12799,1136.796512,1,869.38
C12800,738.956988,1,0
C12801,858.180885,0.909091,3034.74
C12802,2065.035103,1,1462.6
C12803,16.052971,0.545455,127
C12804,2263.795064,0.875,320
C12805,1527.905897,1,0
C12806,5266.121863,1,9030.08
C12807,6804.186841,1,640.03
C12808,2836.605817,1,0
C12809,21.328087,0.545455,512.35
C12810,259.15982,1,1971.9
C12811,414.196362,0.909091,794.53
C12812,141.781912,0.545455,1401.4
C12813,30.530541,0.363636,360.1
C12814,1198.763306,1,0
C12815,6187.219303,1,2029.03
C12816,45.625764,0.545455,0
C12818,358.011796,0.545455,0
C12819,810.52348,0.727273,985.33
C12820,2910.425009,1,0
C12821,6784.258276,1,12.64
C12822,229.295689,1,2099.89
C12823,1465.716156,1,555.71
C12824,2315.997841,1,3643.93
C12825,4202.1695,1,462
C12826,2085.013555,1,198.27
C12827,51.794504,1,800.11
C12828,13.363762,0.428571,238.9
C12829,1141.349418,1,6003.86
C12830,766.261051,1,1462.73
